,author,content,description,medium,publishedAt,source_id,source_name,title,url,urlToImage,polarity,length,article_similarity,source_similarity,cosine_similarity,subject_matter,cluster
31,,"An attorney for Christine Blasey Ford, the woman who said Judge Brett M. Kavanaugh assaulted her when the two were in high school, said Monday that Ford is willing to testify about the allegations before the Senate Judiciary Committee. “She is. She’s willing … [+6121 chars]","Washington Post Kavanaugh accuser willing to testify, her attorney says; judge offers fresh denial Washington Post An attorney for Christine Blasey Ford, the woman who said Judge Brett M. Kavanaugh assaulted her when the two were in high school, said Monday t…",text,2018-09-17T14:40:53Z,the-washington-post,The Washington Post,"Kavanaugh accuser willing to testify, her attorney says; judge offers fresh denial - Washington Post",https://www.washingtonpost.com/politics/kavanaugh-accuser-willing-to-testify-her-lawyer-says/2018/09/17/21db2860-ba6c-11e8-9812-a389be6690af_story.html,https://www.washingtonpost.com/resizer/ewDBtp1y8-yV9uJa5MpxDn9GwwM=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/5EX5XRV2NUI6RGASUOE34ZUQV4.jpg,0.8071433151692219,14,0.9661938963903806,0.05551966594060731,0.979579281311514,2,1
32,Joe Perticone,"WASHINGTON — Days after allegations surfaced that Judge Brett Kavanaugh sexually assaulted a teenage girl while he was in high school, President Donald Trump's Supreme Court nominee is in limbo as lawmakers contemplate additional hearings and delaying procedu… [+3837 chars]","Supreme Court nominee Brett Kavanaugh has come under fire for a sexual assault allegation from when he was a teenager. The burgeoning scandal has prompted Democrats and even several Republicans to call for additional hearings, which would delay any confirmati…",text,2018-09-17T17:34:20Z,business-insider,Business Insider,Brett Kavanaugh's confirmation chances are starting to unravel,https://www.businessinsider.com/brett-kavanaugh-confirmation-vote-christine-ford-supreme-court-2018-9,https://amp.businessinsider.com/images/5b9fd17364dce81c008b5e1e-2732-1366.jpg,0.9327148971704949,13,0.6817306032818495,0.11360645783053713,0.16142281266450176,4,3
33,Reuters Editorial,"WASHINGTON (Reuters) - A woman who had anonymously accused U.S. Supreme Court nominee Brett Kavanaugh of sexual misconduct in the early 1980s decided to go public with her accusations and provided details of the alleged incident, the Washington Post reported … [+1252 chars]","A woman who had anonymously accused U.S. Supreme Court nominee Brett Kavanaugh of sexual misconduct in the early 1980s decided to go public with her accusations and provided details of the alleged incident, the Washington Post reported on Sunday.",text,2018-09-16T19:15:53Z,reuters,Reuters,Accuser of U.S. high-court nominee Kavanaugh goes public: Washington Post,https://www.reuters.com/article/us-usa-court-kavanaugh/accuser-of-u-s-high-court-nominee-kavanaugh-goes-public-washington-post-idUSKCN1LW0OE,https://s3.reutersmedia.net/resources/r/?m=02&d=20180916&t=2&i=1305021148&w=1200&r=LYNXNPEE8F0RP,0.8687194046997233,8,0.6168417618241145,0.624859292630494,0.5664425350575455,4,1
34,Reuters Editorial,"WASHINGTON (Reuters) - Democratic U.S. Senator Claire McCaskill, facing a tough re-election battle in Missouri, said on Wednesday she will vote against confirming President Donald Trump’s nominee to the U.S. Supreme Court, Brett Kavanaugh. In a statement post… [+477 chars]","Democratic U.S. Senator Claire McCaskill, facing a tough re-election battle in Missouri, said on Wednesday she will vote against confirming President Donald Trump's nominee to the U.S. Supreme Court, Brett Kavanaugh.",text,2018-09-19T23:36:30Z,reuters,Reuters,Sen. McCaskill says will vote against U.S. Supreme Court nominee Kavanaugh,https://www.reuters.com/article/us-usa-court-kavanaugh-mccaskill/sen-mccaskill-says-will-vote-against-u-s-supreme-court-nominee-kavanaugh-idUSKCN1LZ307,https://s4.reutersmedia.net/resources/r/?m=02&d=20180919&t=2&i=1306162794&w=1200&r=LYNXNPEE8I2BS,0.4094934687918561,8,0.5811367446916316,0.5325378496106424,0.12473481477833015,7,1
35,Reuters Editorial,"WASHINGTON (Reuters) - Senate Republicans are likely to propose moving a committee hearing on sexual assault allegations against Supreme Court nominee Brett Kavanaugh to Wednesday, CNN reported, citing two sources familiar with the negotiations. The sources s… [+320 chars]","Senate Republicans are likely to propose moving a committee hearing on sexual assault allegations against Supreme Court nominee Brett Kavanaugh to Wednesday, CNN reported, citing two sources familiar with the negotiations.US",text,2018-09-21T16:49:56Z,reuters,Reuters,"Senate Republicans to propose Wednesday hearing for Kavanaugh, accuser: CNN",https://www.reuters.com/article/us-usa-court-kavanaugh-hearing/senate-republicans-to-propose-wednesday-hearing-for-kavanaugh-accuser-cnn-idUSKCN1M12AH,https://s3.reutersmedia.net/resources/r/?m=02&d=20180921&t=2&i=1306796750&w=1200&r=LYNXNPEE8K1H6,0.30228395081860293,6,0.23946325544273617,0.5790899628501157,0.5047013115127671,9,3
36,Reuters Editorial,"WASHINGTON (Reuters) - Judge Brett Kavanaugh, President Donald Trump’s U.S. Supreme Court nominee, said on Monday that an accusation of sexual misconduct against him was “completely false” and that the incident “never happened.” “This is a completely false al… [+456 chars]","Judge Brett Kavanaugh, President Donald Trump's U.S. Supreme Court nominee, said on Monday that an accusation of sexual misconduct against him was ""completely false"" and that the incident ""never happened.""",text,2018-09-17T14:25:02Z,reuters,Reuters,Trump court pick Kavanaugh calls sexual misconduct accusation 'completely false',https://www.reuters.com/article/us-usa-court-kavanaugh-statement/trump-court-pick-kavanaugh-calls-sexual-misconduct-accusation-completely-false-idUSKCN1LX1OP,https://s3.reutersmedia.net/resources/r/?m=02&d=20180917&t=2&i=1305287894&w=1200&r=LYNXNPEE8G145,0.7655940494960372,17,0.8043180888503751,0.8948982761789093,0.006932443734257165,3,3
37,Guardian staff,"Late-night hosts arrived back after a vacation to discuss the Nike controversy, supreme court nominee Brett Kavanaugh and Bob Woodward’s new book on Donald Trump. Jimmy Kimmel On Jimmy Kimmel Live! the host spoke about how people are ripping the Nike logo fro… [+3468 chars]","Late-night comics discussed the outrage over Colin Kaepernick’s Nike ad and the revelations from Bob Woodward’s Trump exposé Late-night hosts arrived back after a vacation to discuss the Nike controversy, supreme court nominee Brett Kavanaugh and Bob Woodward…",text,2018-09-05T16:06:12Z,the-guardian-au,The Guardian (AU),Jimmy Kimmel on people burning Nike products: 'Why not burn your money?',https://www.theguardian.com/culture/2018/sep/05/late-night-roundup-jimmy-kimmel-kaepernick-nike,https://i.guim.co.uk/img/media/4ea7a9632e25d6852cc44a7846a9dda67c96aa79/81_0_1242_745/master/1242.png?width=1200&height=630&quality=85&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly9hc3NldHMuZ3VpbS5jby51ay9pbWFnZXMvb3ZlcmxheXMvZDM1ODZhNWVmNTc4MTc1NmQyMWEzYjYzNWU1MTcxNDEvdGctZGVmYXVsdC5wbmc&s=1b2bee57ebce23d200714c15ba199c17,0.46382547474136504,13,0.2772373972104598,0.05172689865928626,0.7255483811692056,9,2
38,James Oliphant,WASHINGTON (Reuters) - The sexual-misconduct allegations against Supreme Court nominee Brett Kavanaugh may remove pressure that some Democratic senators faced to back his confirmation as a way of reassuring conservative voters in congressional elections just … [+4614 chars],The sexual-misconduct allegations against Supreme Court nominee Brett Kavanaugh may remove pressure that some Democratic senators faced to back his confirmation as a way of reassuring conservative voters in congressional elections just seven weeks away.,text,2018-09-18T10:06:07Z,reuters,Reuters,Kavanaugh claims give vulnerable Democrats in Senate cover to oppose him,https://www.reuters.com/article/us-usa-court-kavanaugh-analysis/kavanaugh-claims-give-vulnerable-democrats-in-senate-cover-to-oppose-him-idUSKCN1LY1G5,https://s4.reutersmedia.net/resources/r/?m=02&d=20180918&t=2&i=1305582847&w=1200&r=LYNXNPEE8H0XY,0.08936745642894894,14,0.949354581339541,0.05501584506607593,0.7841993496439515,2,2
39,Reuters Editorial,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Tuesday that the FBI should not investigate a California professor’s allegations of sexual assault against Trump’s pick for U.S. Supreme Court, Brett Kavanaugh, adding that he wants his nominee confir… [+1418 chars]","U.S. President Donald Trump said on Tuesday that the FBI should not investigate a California professor's allegations of sexual assault against Trump's pick for U.S. Supreme Court, Brett Kavanaugh, adding that he wants his nominee confirmed quickly.",text,2018-09-18T17:58:04Z,reuters,Reuters,Trump says FBI should not probe allegations against top court pick,https://www.reuters.com/article/us-usa-court-kavanaugh-trump/trump-says-fbi-should-not-probe-allegations-against-top-court-pick-idUSKCN1LY2K5,https://s1.reutersmedia.net/resources/r/?m=02&d=20180918&t=2&i=1305710438&w=1200&r=LYNXNPEE8H1QA,0.47522414546541447,19,0.5342251671010424,0.1415725156471367,0.781749866690754,3,1
40,Doina Chiacu,"WASHINGTON (Reuters) - U.S. Senate Judiciary Committee Chairman Chuck Grassley set a Saturday afternoon deadline for a woman accusing Supreme Court nominee Brett Kavanaugh of sexual assault to decide if and how she will testify, the New York Times reported. T… [+5755 chars]","U.S. Senate Judiciary Committee Chairman Chuck Grassley set a Saturday afternoon deadline for a woman accusing Supreme Court nominee Brett Kavanaugh of sexual assault to decide if and how she will testify, the New York Times reported.",text,2018-09-22T15:45:23Z,reuters,Reuters,Senate's Grassley sets Saturday deadline for Kavanaugh accuser: NY Times,https://www.reuters.com/article/us-usa-court-kavanaugh/senates-grassley-sets-saturday-deadline-for-kavanaugh-accuser-ny-times-idUSKCN1M11LX,https://s4.reutersmedia.net/resources/r/?m=02&d=20180921&t=2&i=1306766009&w=1200&r=LYNXNPEE8K14Z,0.3196333693739355,3,0.058630089451690126,0.239012113950555,0.09299225923868426,3,3
41,https://www.facebook.com/kathleenparker,"After several days of showboating and judicial hazing, Democrats pulled out their biggest weapon against Supreme Court nominee Brett M. Kavanaugh: a letter from an anonymous woman claiming sexual misconduct in high school. There are no words — except, perhaps… [+4353 chars]","Washington Post An 11th-hour attempt to slander Brett Kavanaugh Washington Post After several days of showboating and judicial hazing, Democrats pulled out their biggest weapon against Supreme Court nominee Brett M. Kavanaugh: a letter from an anonymous woman…",text,2018-09-14T23:14:03Z,the-washington-post,The Washington Post,An 11th-hour attempt to slander Brett Kavanaugh - Washington Post,https://www.washingtonpost.com/opinions/an-11-th-hour-attempt-to-slander-brett-kavanaugh/2018/09/14/07186878-b85d-11e8-94eb-3bd52dfe917b_story.html,https://www.washingtonpost.com/resizer/lCxl6fX-I750tTsny_X2n3SrCAE=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/YCIP5OFYMMI6RIWFGGD7IJ7CKM.jpg,0.5406702430268655,11,0.8586853234926524,0.2923361986074573,0.4520240304784866,9,2
42,Reuters Editorial,"(Reuters) - A media adviser helping the Republican-led Senate Judiciary Committee respond to a sexual assault allegation against Supreme Court nominee Brett Kavanaugh has resigned amid allegations of his own sexual misconduct, according to NBC. Garrett Ventry… [+702 chars]","A media adviser helping the Republican-led Senate Judiciary Committee respond to a sexual assault allegation against Supreme Court nominee Brett Kavanaugh has resigned amid allegations of his own sexual misconduct, according to NBC. US",text,2018-09-22T15:15:05Z,reuters,Reuters,Senate Judiciary aide resigns amid sexual harassment allegation: NBC,https://www.reuters.com/article/us-usa-court-advisor/senate-judiciary-aide-resigns-amid-sexual-harassment-allegation-nbc-idUSKCN1M20P2,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,0.9396126684343377,8,0.9610522518951995,0.028412330801218966,0.19431072707491714,2,2
43,John Haltiwanger,Sen. Cory Booker on Thursday says he'll release committee confidential documents on Judge Brett Kavanaugh. Jacquelyn Martin/AP Democratic Sen. Cory Booker on Thursday said he will release a committee confidential document on Judge Brett Kavanaugh during his c… [+1599 chars],"Democratic Sen. Cory Booker on Thursday said he's releasing a committee confidential document on Judge Brett Kavanaugh during his confirmation hearing, which would violate Senate rules and risk penalty of expulsion. The document Booker wants to release is an …",text,2018-09-06T14:34:01Z,business-insider,Business Insider,"'Bring it': Cory Booker says he's releasing a confidential document on Kavanaugh, risking expulsion from the Senate",https://www.businessinsider.com/cory-booker-brett-kavanaugh-document-senate-expulsion-2018-9,https://amp.businessinsider.com/images/5b9138f7959f341c008b5986-1920-960.jpg,0.6646647507177077,19,0.29883611580586766,0.5946255571550788,0.5397507293349496,8,2
44,Reuters Editorial,"(Reuters) - President Donald Trump’s nomination of Brett Kavanaugh to the Supreme Court is now in the hands of the U.S. Senate, where the likelihood of a party-line vote to confirm him was not much reduced last week by his multi-day confirmation hearing. A ha… [+3413 chars]","President Donald Trump's nomination of Brett Kavanaugh to the Supreme Court is now in the hands of the U.S. Senate, where the likelihood of a party-line vote to confirm him was not much reduced last week by his multi-day confirmation hearing.",text,2018-09-11T19:44:20Z,reuters,Reuters,Kavanaugh's Supreme Court bid in hands of a few senators,https://www.reuters.com/article/us-usa-court-senate-factbox/kavanaughs-supreme-court-bid-in-hands-of-a-few-senators-idUSKCN1LR2DM,https://s2.reutersmedia.net/resources/r/?m=02&d=20180911&t=2&i=1303302981&w=1200&r=LYNXNPEE8A1E3,0.8520493985407354,8,0.5657621213516559,0.2111598601279785,0.7337514363934923,1,3
45,Doina Chiacu,"WASHINGTON (Reuters) - A woman who has accused U.S. Supreme Court nominee Brett Kavanaugh of sexual assault has agreed to testify before a Senate panel next week but details of her appearance have not been finalized, her lawyers said on Saturday. U.S. Senate … [+3920 chars]","A woman who has accused U.S. Supreme Court nominee Brett Kavanaugh of sexual assault has agreed to testify before a Senate panel next week but details of her appearance have not been finalized, her lawyers said on Saturday.",text,2018-09-22T19:43:15Z,reuters,Reuters,Accuser of Supreme Court nominee Kavanaugh agrees to testify to Senate committee,https://www.reuters.com/article/us-usa-court-kavanaugh/accuser-of-supreme-court-nominee-kavanaugh-agrees-to-testify-to-senate-committee-idUSKCN1M11LX,https://s4.reutersmedia.net/resources/r/?m=02&d=20180921&t=2&i=1306766009&w=1200&r=LYNXNPEE8K14Z,0.871810188571821,7,0.7603962075002291,0.11572115431272756,0.8189172584053234,2,2
46,Reuters Editorial,"WASHINGTON (Reuters) - The U.S. Senate Judiciary Committee will hold a vote on confirmation of Supreme Court nominee Brett Kavanaugh on Monday if no deal was reached by 10 p.m. EDT Friday (0200 GMT Saturday) on how Christine Blasey Ford, who has accused Kavan… [+418 chars]","The U.S. Senate Judiciary Committee will hold a vote on confirmation of Supreme Court nominee Brett Kavanaugh on Monday if no deal was reached by 10 p.m. EDT Friday (0200 GMT Saturday) on how Christine Blasey Ford, who has accused Kavanaugh of sexual assault,…",text,2018-09-21T23:13:47Z,reuters,Reuters,Senate panel to vote on Kavanaugh on Monday unless deal reached with accuser,https://www.reuters.com/article/us-usa-court-kavanaugh-panel-vote/senate-panel-to-vote-on-kavanaugh-on-monday-unless-deal-reached-with-accuser-idUSKCN1M12TO,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,0.8502681884487653,5,0.15417806626948827,0.3090733458338689,0.21727190857389223,6,2
47,Doina Chiacu,WASHINGTON (Reuters) - U.S. President Donald Trump on Friday cast doubt on the woman who accused his Supreme Court pick Brett Kavanaugh of sexual assault and blamed opponents for trying to “destroy” his nominee. After days of restrained comments about the all… [+1194 chars],"U.S. President Donald Trump on Friday cast doubt on the woman who accused his Supreme Court pick Brett Kavanaugh of sexual assault and blamed opponents for trying to ""destroy"" his nominee.",text,2018-09-21T13:40:09Z,reuters,Reuters,"Trump questions Kavanaugh's accuser, says opponents want to 'destroy' nominee",https://www.reuters.com/article/us-usa-court-kavanaugh/trump-questions-kavanaughs-accuser-says-opponents-want-to-destroy-nominee-idUSKCN1M11LX,https://s4.reutersmedia.net/resources/r/?m=02&d=20180921&t=2&i=1306744561&w=1200&r=LYNXNPEE8K14Z,0.7871862682976628,17,0.6387240497890089,0.42227006332059414,0.7564542616085848,2,1
48,,"Your usage has been flagged as a violation of our terms of service. For inquiries related to this message please contact support. For sales inquiries, please visit http://www.bloomberg.com/professional/request-demo If you believe this to be in error, please c… [+280 chars]","Bloomberg Facing Long Odds on Kavanaugh, Democrats Make It All About Trump Bloomberg Facing an uphill battle to derail Donald Trump's second nominee to the U.S. Supreme Court, Senate Democrats fanned out on Sunday to cast Judge Brett Kavanaugh's confirmation …",text,2018-09-09T17:28:45Z,bloomberg,Bloomberg,"Facing Long Odds on Kavanaugh, Democrats Make It All About Trump - Bloomberg",https://www.bloomberg.com/tosv2.html?vid=&uuid=e72d0cb0-b476-11e8-b468-415ee68e1fed&url=L25ld3MvYXJ0aWNsZXMvMjAxOC0wOS0wOS9mYWNpbmctbG9uZy1vZGRzLW9uLWthdmFuYXVnaC1kZW1vY3JhdHMtbWFrZS1pdC1hbGwtYWJvdXQtdHJ1bXA=,,0.8083505560798881,17,0.07562770157539267,0.15212857232498678,0.9587318448204923,2,2
49,Reuters Editorial,WASHINGTON (Reuters) - U.S. Senate consideration of Judge Brett Kavanaugh to become a Supreme Court justice should be put on hold until the FBI conducts an investigation into a California woman’s allegations of sexual misconduct against President Donald Trump… [+425 chars],U.S. Senate consideration of Judge Brett Kavanaugh to become a Supreme Court justice should be put on hold until the FBI conducts an investigation into a California woman's allegations of sexual misconduct against President Donald Trump's nominee.,text,2018-09-16T19:15:53Z,reuters,Reuters,Democratic Senator Feinstein urges FBI probe of Kavanaugh allegations,https://www.reuters.com/article/us-usa-court-kavanaugh-feinstein/democratic-senator-feinstein-urges-fbi-probe-of-kavanaugh-allegations-idUSKCN1LW0OC,https://s3.reutersmedia.net/resources/r/?m=02&d=20180916&t=2&i=1305021802&w=1200&r=LYNXNPEE8F0RO,0.7296860926672539,12,0.4246365244677721,0.18518460928797253,0.009842427353669136,6,2
50,PETER H. SCHUCK,"In some hard cases — Brown v. Board of Education or same-sex marriage, for example — the legal and social landscape may have shifted so much that even conservative justices, who normally resist “living Constitution” arguments, may take these changes into acco… [+2431 chars]",We all know his politics. But justices rarely perform the way partisans and the news media expect them to.,text,2018-09-06T10:00:05Z,the-new-york-times,The New York Times,Brett Kavanaugh Deserves Better Questions,https://www.nytimes.com/2018/09/06/opinion/brett-kavanaugh-supreme-court-confirmation.html,https://static01.nyt.com/images/2018/09/06/opinion/06Schuck/06Schuck-facebookJumbo.jpg,0.6217793921495554,10,0.8946884735691512,0.37097320071194095,0.690456670556757,8,3
51,PAUL KRUGMAN,"Meanwhile, Kavanaugh accumulated a record as an appellate judge — one that places him far to the right on everything from the environment, to labor rights, to discrimination. His anti-labor views are especially extreme, even for a conservative. So who is Bret… [+1845 chars]",Judge Brett Kavanaugh holding a copy of the Constitution on the second day of his confirmation hearing this week.,text,2018-09-06T20:19:43Z,the-new-york-times,The New York Times,Kavanaugh Will Kill the Constitution,https://www.nytimes.com/2018/09/06/opinion/kavanaugh-supreme-court-partisan.html,https://static01.nyt.com/images/2018/09/06/opinion/06krugmanWeb/06krugmanWeb-facebookJumbo.jpg,0.25195532054114,5,0.9619408141702563,0.013214358488438882,0.9397614598473393,5,1
52,Marcus Gilmer,"Brett Kavanaugh's confirmation hearing in front of the Senate Judiciary Committee got off to quite a raucous start on Tuesday. There were protests and clashes between Democratic and Republican senators, but it was an odd snub made by Kavanaugh that's getting … [+1896 chars]","Brett Kavanaugh's confirmation hearing in front of the Senate Judiciary Committee got off to quite a raucous start on Tuesday. There were protests and clashes between Democratic and Republican senators, but it was an odd snub made by Kavanaugh that's getting …",text,2018-09-04T19:18:36Z,mashable,Mashable,Brett Kavanaugh snubs Parkland victim's father at Senate confirmation hearing,https://mashable.com/article/brett-kavanaugh-fred-guttenberg-parkland-handshake/,https://i.amz.mshcdn.com/2MnXt_brgWm6yTuz2z32HFg12nA=/1200x630/2018%2F09%2F04%2Fbd%2F7ef30aee955f4eb29ce86eb7dbb1acc7.f4f82.jpg,0.24210021341580812,2,0.4042828563725742,0.34093888343790824,0.907319877918978,8,2
53,THE EDITORIAL BOARD,"Then there are the persistent doubts about his truthfulness in telling senators in 2006 that he had no knowledge of Mr. Bush’s warrantless wiretapping program or his detainee treatment policy — claims that have been called into question by yet more emails, wh… [+1979 chars]",A perfect nominee for a president with no clear relation to the truth.,text,2018-09-07T23:56:02Z,the-new-york-times,The New York Times,Confirmed: Brett Kavanaugh Can’t Be Trusted,https://www.nytimes.com/2018/09/07/opinion/editorials/brett-kavanaugh-confirmation-hearings.html,https://static01.nyt.com/images/2018/09/07/opinion/07kavanaugh/07kavanaugh-facebookJumbo.jpg,0.15511582243429722,9,0.6870725302258383,0.8762008695781435,0.8384433381549838,1,3
54,CHARLIE SAVAGE and JONATHAN WEISMAN,"The documents do not indicate how Judge Kavanaugh would rule, but they are fodder for Democratic questioning. Thank you for your submission. [ Read more about the documents, here. ] What do Democrats know that they can’t share? Late in Wednesday’s proceedings… [+2396 chars]","President Trump’s nominee to the Supreme Court, Judge Brett M. Kavanaugh, faces his third day of confirmation hearings on Thursday.",text,2018-09-06T13:46:37Z,the-new-york-times,The New York Times,Brett Kavanaugh Confirmation Hearings Day 3: Abortion Documents Take Center Stage,https://www.nytimes.com/2018/09/06/us/politics/brett-kavanaugh-confirmation-hearings.html,https://static01.nyt.com/images/2018/09/07/us/politics/07dc-kavanaughbriefing-sub/07dc-kavanaughbriefing-sub-facebookJumbo.jpg,0.9183526248977846,9,0.5864288910889786,0.020327779229691645,0.6325595182223471,8,1
55,KATHERINE STEWART,"If your religion or deeply held moral beliefs include the view that all people should be treated with equal dignity, then this religious liberty won’t do anything for you. If you’re a taxpayer who helps to fund your local hospital, a patient who keeps it in b… [+3393 chars]","At his confirmation hearings, Brett Kavanaugh said just what religious conservatives — and Christian nationalists — wanted to hear.",text,2018-09-08T19:14:47Z,the-new-york-times,The New York Times,Whose Religious Liberty Is It Anyway?,https://www.nytimes.com/2018/09/08/opinion/kavanaugh-supreme-court-religious-liberty.html,https://static01.nyt.com/images/2018/09/08/opinion/08stewartWeb1/08stewartWeb1-facebookJumbo.jpg,0.7717571866218312,6,0.7363469535290199,0.35033708587303813,0.11804724644176956,5,1
56,EMILY COCHRANE,"In his opening remarks, Judge Kavanaugh vowed to uphold the attributes of an ideal judge and remain “a neutral and impartial arbiter who favors no litigant or policy.” Will any Republicans ask tough questions? Senator Jeff Flake, Republican of Arizona, critiq… [+2667 chars]",The Supreme Court nominee Judge Brett M. Kavanaugh during his confirmation hearing this week. The proceedings on Wednesday are the first chance that senators will have to question him under oath about his record and legal opinions.,text,2018-09-05T11:00:04Z,the-new-york-times,The New York Times,Live Briefing: What to Watch: Brett Kavanaugh Hearings Day 2,https://www.nytimes.com/2018/09/05/us/politics/brett-kavanaugh-hearing-live-updates.html,https://static01.nyt.com/images/2018/09/05/us/politics/05dc-kavanaughstatement/05dc-kavanaughstatement-facebookJumbo.jpg,0.8000395266971622,1,0.8424538220303714,0.8315557179404814,0.698808272666495,1,2
57,https://www.facebook.com/bbcnews,Image copyright EPA Image caption Brett Kavanaugh insists judicial independence is key to the constitutional system US President Donald Trump's Supreme Court nominee has declined to say whether he thinks sitting presidents can be made to comply with a legal s… [+4413 chars],Trump's Supreme Court pick Brett Kavanaugh said he would not be drawn on a hypothetical question.,text,2018-09-05T22:25:27Z,bbc-news,BBC News,"Brett Kavanaugh, Supreme Court nominee, sidesteps subpoena question",https://www.bbc.co.uk/news/world-us-canada-45429016,https://ichef.bbci.co.uk/news/1024/branded_news/E2FF/production/_103311185_049074812.jpg,0.11997946300802409,6,0.01688412548942697,0.6154519790970849,0.7173747701023383,3,1
58,THE NEW YORK TIMES,"4 U.S. The Future of Roe v. Wade: 3 Scenarios, Explained",Judge Brett Kavanaugh faced questions from the Senate Judiciary Committee under oath about his legal opinions on major issues.,text,2018-09-06T01:11:26Z,the-new-york-times,The New York Times,"Kavanaugh Hearings Day 2: Abortion, Presidential Powers and Stolen Emails",https://www.nytimes.com/video/us/politics/100000006089401/kavanaugh-hearings-day-2-abortion-presidential-powers-and-stolen-emails.html,https://static01.nyt.com/images/2018/09/05/us/05Kavanaugh-hilitesvideo-still/merlin_143316954_bd0b0c23-00e9-4466-bdd4-5d8fc1933115-videoSixteenByNine1050.jpg,0.950762591034638,10,0.13455044376775016,0.4461121337281183,0.554563687892463,3,2
59,CHARLIE SAVAGE and CATIE EDMONDSON,"[ Read more about the documents, here. ] Sparks fly over “committee confidential” documents Even as The Times were publishing secret emails involving Judge Kavanaugh, the Judiciary Committee chairman, Charles E. Grassley of Iowa, was trying to address Democra… [+3974 chars]",Protesters shout inside of Senate Judiciary Committee Chairman Charles E. Grassley’s office before Judge Brett Kavanaugh’s confirmation hearing on Thursday.,text,2018-09-06T14:12:46Z,the-new-york-times,The New York Times,Kavanugh Hearings Live Updates: Abortion Documents Take Center Stage,https://www.nytimes.com/2018/09/06/us/politics/kavanaugh-hearing-confirmation.html,https://static01.nyt.com/images/2018/09/07/us/politics/07dc-kavanaughbriefing-vidsub2/07dc-kavanaughbriefing-vidsub2-facebookJumbo.jpg,0.4053589719271845,9,0.9389142715701368,0.655102517802485,0.4546711503858373,5,3
60,"JOUMANA KHATIB, STEPHEN REISS and SANDRA STEVENSON","10. Finally, after 13 years, Dorothy’s ruby slippers have been found. One of the famous pairs Judy Garland wore in “The Wizard of Oz” was stolen from a museum in Grand Rapids, Minn. Without fingerprints or surveillance video, the authorities were stumped. At … [+631 chars]",Here’s what you need to know at the end of the day.,text,2018-09-04T22:18:11Z,the-new-york-times,The New York Times,"Brett Kavanaugh, Colin Kaepernick, Amazon: Your Tuesday Evening Briefing",https://www.nytimes.com/2018/09/04/briefing/brett-kavanaugh-colin-kaepernick-amazon.html,https://static01.nyt.com/images/2018/09/04/briefing/20180904-promo/20180904-promo-facebookJumbo.jpg,0.42087098471674333,9,0.8656232582488255,0.5136952417911353,0.011748110112569043,6,1
61,DANIEL VICTOR,"• No news quiz this week It will return next Friday. • Ready for the weekend At the movies, we recommend “ Five Fingers for Marseilles,” a post-apartheid drama and western set in South Africa, and “ Blaze,” a biopic of the country singer Blaze Foley, directed… [+1227 chars]",Senators on the Judiciary Committee pressed Judge Brett Kavanaugh on Thursday about the constitutional right to abortion and his views on the special counsel.,text,2018-09-07T09:43:19Z,the-new-york-times,The New York Times,"Brett Kavanaugh, Burt Reynolds, North Korea: Your Friday Briefing",https://www.nytimes.com/2018/09/07/briefing/brett-kavanaugh-burt-reynolds-north-korea.html,https://static01.nyt.com/images/2018/09/07/us/politics/07us-ambriefing-kavanaugh-AMCORE/07us-ambriefing-kavanough-facebookJumbo.jpg,0.020659388990855176,9,0.818678776104804,0.03291267625317773,0.626638612136649,6,1
62,SHERYL GAY STOLBERG,It did not take long — just 13 words — for Senator Kamala Harris to jump in. The chairman of the Senate Judiciary Committee had just gaveled the first day of Judge Brett M. Kavanaugh’s confirmation hearings to order and was about to utter his 14th word when M… [+1073 chars],"From the moment Brett M. Kavanaugh’s confirmation hearings began, Senate Democrats eyeing a White House run in 2020 have used the live television event as a proving ground.",text,2018-09-06T15:39:16Z,the-new-york-times,The New York Times,Democrats Grilling Kavanaugh Have Their Eyes on 2020,https://www.nytimes.com/2018/09/06/us/politics/kavanaugh-hearings-kamala-harris-cory-booker.html,https://static01.nyt.com/images/2018/09/07/us/politics/07dc-2020-promo/07dc-2020-promo-facebookJumbo.jpg,0.7615699971142322,10,0.5571108219486643,0.17594243909287655,0.9490254534144975,7,1
