,author,content,description,publishedAt,source_id,source_name,title,url,urlToImage,medium,polarity,length,article_similarity,source_similarity,cosine_similarity,subject_matter,cluster
38,Nick Allen,"D onald Trump described an allegation of sexual assault against his nominee for the US Supreme Court as ""very unfair"" as the alleged victim said there should be an FBI investigation. Christine Blasey Ford, a California psychology professor, has accused Judge … [+586 chars]",Donald Trump described an allegation of sexual assault against his nominee for the US Supreme Court as &quot;very unfair&quot; as the alleged victim said there should be an FBI investigation.,2018-09-19T23:42:46Z,the-telegraph,The Telegraph,"Donald Trump backs Supreme Court nominee Brett Kavanaugh, calling sex claim 'very unfair'",https://www.telegraph.co.uk/news/2018/09/19/donald-trump-backs-supreme-court-nominee-brett-kavanaugh-calling/,https://www.telegraph.co.uk/content/dam/news/2018/09/19/TELEMMGLPICT000174887004-xlarge_trans_NvBQzQNjv4BqYWNJspVvOUVBAuV2D2wK5tXshSCEjiFHc5qxWUFxtts.jpeg,text,0.9670758521212997,17,0.08368836293272286,0.9953286321868529,0.9304399299099048,3,2
39,Ben Riley-Smith,"M s Feinstein, the Democratic senator from California, called for a delay until an investigation was complete. She said: “I support Mrs Ford’s decision to share her story, and now that she has, it is in the hands of the FBI to conduct an investigation. This s… [+728 chars]",The confirmation of Donald Trump&rsquo;s Supreme Court nominee Brett Kavanaugh has been plunged into uncertainty after US congressmen called to delay a vote on his candidacy following a claim of sexual assault.,2018-09-17T16:11:32Z,the-telegraph,The Telegraph,Calls for delayed vote on Supreme Court nominee Brett Kavanaugh after assault claim,https://www.telegraph.co.uk/news/2018/09/17/calls-delayed-vote-supreme-court-nomineebrett-kavanaugh-assault/,https://www.telegraph.co.uk/content/dam/news/2018/09/16/TELEMMGLPICT000174513390-xlarge_trans_NvBQzQNjv4Bqek9vKm18v_rkIPH9w2GMNtm3NAjPW-2_OvjCiS6COCU.jpeg,text,0.17078464870093812,19,0.8045283750904958,0.004515574412528811,0.2292919317631802,3,3
40,Agence France-Presse,"C hristine Blasey Ford, the woman accusing Supreme Court nominee Brett Kavanaugh of sexually assaulting her at a party 36 years ago, is willing to testify next week in front of the Senate Judiciary Committee, US media reported on Thursday. Dr Ford's lawyers h… [+815 chars]","Christine Blasey Ford, the woman accusing Supreme Court nominee Brett Kavanaugh of sexually assaulting her at a party 36 years ago, is willing to testify next week in front of the Senate Judiciary Committee, US media reported on Thursday.",2018-09-21T01:21:49Z,the-telegraph,The Telegraph,Kavanaugh accuser 'is willing to testify in US Senate',https://www.telegraph.co.uk/news/2018/09/21/kavanaugh-accuser-willing-testify-us-senate/,https://www.telegraph.co.uk/content/dam/news/2018/09/21/TELEMMGLPICT000175186846-xlarge_trans_NvBQzQNjv4Bq1LE_aMoZ4j8b9yBU3fkF9yKuC712J_UPIVW5hslkR4g.jpeg,text,0.0002740731329351487,9,0.933742247661315,0.8248066937851704,0.3279791666476354,3,2
41,The Associated Press,"U.S. Supreme Court nominee Brett Kavanaugh ​can expect to spend most of Wednesday in the hot seat, sparring with Democratic senators over abortion, guns, executive power and other high-profile issues. A long day of questioning awaits the 53-year-old appellate… [+4454 chars]","U.S. Supreme Court nominee Brett Kavanaugh ​can expect to spend most of Wednesday in the hot seat, sparring with Democratic senators over abortion, guns, executive power and other high-profile issues.",2018-09-05T13:50:44Z,cbc-news,CBC News,Day 2 of U.S. Supreme Court nomination hearing finds Brett Kavanaugh in hot seat,https://www.cbc.ca/news/world/kavanaugh-us-supreme-court-nomination-hearing-1.4810970,https://i.cbc.ca/1.4809712.1536078006!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/senate-supreme-court.jpg,text,0.10466492710453024,17,0.40440036547372515,0.6900404113831083,0.8517091837182506,3,1
42,,,"ABC News Democrats raise alarm over White House decision to withhold Kavanaugh documents ABC News Democrats are expressing alarm over the Trump White House decision to claim executive privilege and withhold some 100,000 pages of documents from Supreme Court n…",2018-09-03T15:20:00Z,abc-news,ABC News,Democrats raise alarm over White House decision to withhold Kavanaugh documents - ABC News,https://abcnews.go.com/Politics/democrats-raise-alarm-white-house-decision-withhold-kavanaugh/story?id%3D57563344,,text,0.8177875760458465,5,0.4976164070716773,0.014354835414989608,0.7248718023845171,2,2
43,Jay P. Lefkowitz,"Judge Brett Kavanaugh meets with Sen. Cindy Hyde-Smith on Capitol Hill, July 25, 2018. (Lucas Jackson/Reuters) The Supreme Court nominee is thorough, fair-minded, and committed to religious freedom for all. W ith Brett Kavanaugh’s Supreme Court confirmation h… [+4063 chars]",A pro bono matter that Brett Kavanaugh and I worked on years ago exemplifies his commitment to protecting Americans’ freedom of religion -- no matter their faith.,2018-08-29T10:30:26Z,national-review,National Review,Brett Kavanaugh Is a Mensch,https://www.nationalreview.com/2018/08/brett-kavanaugh-religious-freedom-supporter/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/RTX6CSKS.jpg?fit=1200%2C700&ssl=1,text,0.27731411401494865,3,0.04055784712803934,0.33933637601827904,0.6966499540345031,7,3
44,,"[\\d]+)"",""\u0000*\u0000matched_handler"":{""methods"":{""GET"":true},""accept_json"":false,""accept_raw"":false,""show_in_index"":true,""args"":{""id"":{""description"":""Unique identifier for the object."",""type"":""integer""},""context"":{""description"":""Scope under which the reque… [+61735 chars]",Kavanaugh is known for being a conservative voice on the DC Circuit.,2018-09-04T13:24:28Z,national-review,National Review,Getting to Know Brett Kavanaugh,https://www.nationalreview.com/videos/getting-to-know-brett-kavanaugh/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/nr-illustration-kavanaugh-scotus.jpg?fit=1200%2C702&ssl=1,text,0.13846228344566214,15,0.646073100463812,0.7712761605729356,0.7095001167641044,1,3
45,,,"ABC News Public split on Kavanaugh, views on abortion access shift ABC News As his confirmation hearings begin, an ABC News /Washington Post poll finds the public evenly divided on Brett Kavanaugh's nomination to the U.S. Supreme Court – among the lowest supp…",2018-09-04T10:00:12Z,abc-news,ABC News,"Public split on Kavanaugh, views on abortion access shift - ABC News",https://abcnews.go.com/Politics/public-split-kavanaugh-views-abortion-access-shift/story?id%3D57538740,,text,0.7629728382165908,12,0.3657217809894274,0.7394763960413552,0.6530806101166127,1,2
46,,,"ABC News Kavanaugh, accuser set to testify at public hearing Monday ABC News The Senate Judiciary Committee is planning to hold a public hearing next Monday and expects to call Judge Brett Kavanaugh and professor Christine Blasey Ford to testify, according to…",2018-09-17T22:24:27Z,abc-news,ABC News,"Kavanaugh, accuser set to testify at public hearing Monday - ABC News",https://abcnews.go.com/Politics/top-white-house-aide-kavanaugh-accuser-heard-testify/story?id%3D57876342,,text,0.03915787208655919,18,0.6454210304910234,0.5075698526159484,0.02888057744391448,2,2
47,Associated Press,A bortion rights supporters are trying to appeal to those senators by focusing on concerns that Mr Kavanaugh could vote to limit abortion rights or even overturn the landmark Roe v. Wade ruling from 1973 that first established a woman's constitutional right t… [+887 chars],"Quarreling and confusion marked the start of the Senate's confirmation hearings for Supreme Court nominee Brett Kavanaugh on Tuesday, with Democrats trying to block the proceedings because of documents being withheld by the White House.",2018-09-04T15:09:17Z,the-telegraph,The Telegraph,Chaotic start to hearings for Donald Trump’s Supreme Court pick as protesters and Democrats claim foul play,https://www.telegraph.co.uk/news/2018/09/04/chaotic-start-hearings-donald-trumps-supreme-court-pick-protesters/,https://www.telegraph.co.uk/content/dam/news/2018/09/04/TELEMMGLPICT000173341394-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg,text,0.4462349320312863,2,0.5260865761221746,0.9995429160137923,0.47492008951660913,7,1
48,By MARK SHERMAN and LISA MASCARO,"WASHINGTON (AP) — Supreme Court nominee Brett Kavanaugh touted the importance of an independent judiciary as his confirmation hearings began with strident Democratic criticism that he would be President Donald Trump's man on the high court. On Wednesday, Kava… [+4609 chars]","DAY 2... (Second column, 8th story, link ) Related stories: CHAOS AT KAVANAUGH... KAMALA HARRIS GRABS SPOTLIGHT... Elizabeth Warren Encourages Protesters... Advertise here",2018-09-05T11:34:38Z,associated-press,Associated Press,DAY 2...,https://www.apnews.com/100eb6907ece4f02a53b6ccfcda99649,https://storage.googleapis.com/afs-prod/media/media:0b85e6977e8b45ba810afaae82eedc20/800.jpeg,text,0.8959677447663518,12,0.3139301790166519,0.17838060485896035,0.9013405774996105,6,3
49,David French,"(NRO Illustration: Elijah Smith; Jim Bourg/Reuters) There are honorable ways to oppose a nominee with whom you disagree. Kavanaugh’s Democratic critics have chosen to go the dishonorable route, instead. T here is certainly an honorable way to oppose the nomin… [+7699 chars]","There are honorable ways to oppose a nominee with whom you disagree. Kavanaugh’s Democratic critics have chosen to go the dishonorable route, instead.",2018-09-07T19:58:45Z,national-review,National Review,The Character Assassination of Brett Kavanaugh,https://www.nationalreview.com/2018/09/brett-kavanaugh-character-assassination-by-democrats/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/nr-illustration-kavanaugh-hearing.jpg?fit=1200%2C702&ssl=1,text,0.8469137051041227,18,0.27991521196981317,0.5974861743730795,0.1498327369898519,4,2
50,,"When Brett Kavanaugh was unveiled as Donald Trump’s nominee to the US Supreme Court in July, he made the customary pledge to “keep an open mind in every case”. That evening, the White House circulated a memo with a message for any chief executive who might ta… [+5173 chars]",Ex-White House aide has voted to curb regulation and defended presidential privilege,2018-09-14T14:15:47Z,financial-times,Financial Times,Brett Kavanaugh: Republican stalwart set for top court,https://www.ft.com/content/e1c55718-b689-11e8-b3ef-799c8613f4a1,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Ff97d8fde-b81d-11e8-a1d8-15c2dd1280ff?source=next-opengraph&fit=scale-down&width=900,text,0.35791333252046964,5,0.9567634504142748,0.4680725156137542,0.6562425472835154,9,3
51,National Review,"Supreme Court nominee Judge Brett Kavanaugh at his Senate Judiciary Committee confirmation hearing, September 4, 2018. (Chris Wattie/Reuters) David and Alexandra take on the truly absurd attacks on Brett Kavanaugh and then end the podcast by answering a quest… [+1400 chars]","David and Alexandra take on the truly absurd attacks on Brett Kavanaugh and then address Tucker Carlson's question ""Is Diversity Really Our Strength?""",2018-09-10T21:33:48Z,national-review,National Review,Episode 88: The Smearing of Brett Kavanaugh,https://www.nationalreview.com/podcasts/ordered-liberty/episode-88-the-smearing-of-brett-kavanaugh/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-confirmation-hearings-3.jpg?fit=1200%2C700&ssl=1,text,0.9531174602990705,14,0.8276645279322904,0.09133585566100899,0.009371126935378227,7,1
52,Orrin Hatch,"Supreme Court nominee Judge Brett Kavanaugh at the Hart Senate Office Building in Washington, D.C., August 21, 2018. (Alex Wroblewski/Reuters) He wants to interpret the law and preserve due process. B rett Kavanaugh will make an outstanding Supreme Court just… [+4912 chars]",He wants to interpret the law and preserve due process.,2018-08-24T10:30:25Z,national-review,National Review,Brett Kavanaugh and the Encroaching Administrative State,https://www.nationalreview.com/2018/08/brett-kavanaugh-nomination-he-will-interpret-law-preserve-due-process/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/brett-kavanaugh-senate-offices.jpg?fit=1200%2C700&ssl=1,text,0.2715692654351932,19,0.2777143319619436,0.6638691315853832,0.9505190757888831,1,3
53,Cristian Farias,"Other than political journalists and the good folks at C-SPAN, no sane human being has the patience, let alone the desire, to keep up with 30-plus hours of testimony on Capitol Hill. When the hearings are shorter, there are exceptions to that general rule, as… [+6777 chars]",What to expect from four days of hearings for the man primed to swing the Supreme Court rightward.,2018-09-02T15:51:53Z,new-york-magazine,New York Magazine,Welcome to the Brett Kavanaugh Show,http://nymag.com/daily/intelligencer/2018/09/brett-kavanaughs-confirmation-hearing-what-to-expect.html,https://pixel.nymag.com/imgs/daily/intelligencer/2018/09/01/9-1-kavanaugh.w1200.h630.jpg,text,0.7672468643545732,7,0.5311661526226354,0.9459228376293315,0.722509568961757,8,3
54,National Review,"Supreme Court nominee Judge Brett Kavanaugh at his Senate Judiciary Committee confirmation hearing, September 4, 2018. (Jim Bourg/Reuters) David and Alexandra discuss the sorry spectacle of the first day of Brett Kavanaugh hearings, Nike’s absurd homage to Co… [+1624 chars]","The Brett Kavanaugh confirmation hearings, Nike's absurd homage to Colin Kaepernick, and MLB's marketing mistakes.",2018-09-04T21:07:38Z,national-review,National Review,Episode 86: Sacrificing Everything?,https://www.nationalreview.com/podcasts/ordered-liberty/episode-86-sacrificing-everything/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-confirmation-hearing-crowd.jpg?fit=1200%2C700&ssl=1,text,0.9180503817008971,10,0.3973213512984267,0.7548051041199678,0.27705175359401035,3,2
55,"Rebecca Shabad, Frank Thorp V","Breaking News Emails Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings. SUBSCRIBE WASHINGTON — Supreme Court nominee Brett Kavanaugh again denied Monday that he sexually assaulted a woman when the two w… [+3585 chars]","WHEN THEY WERE TEENS... (First column, 3rd story, link ) Related stories: Writer of confidential Kavanaugh letter speaks out about her allegation of sex assault... 'I thought he might inadvertently kill me'... Anti-Trump Activist? Lawyer History of Dismissing…",2018-09-17T15:19:38Z,nbc-news,NBC News,WHEN THEY WERE TEENS...,https://www.nbcnews.com/politics/congress/kavanaugh-says-he-s-willing-talk-judiciary-committee-response-assault-n910206,https://media4.s-nbcnews.com/j/newscms/2018_38/2568996/180917-brett-kavanaugh-mn-1000_05cf42d3bc5fcf0ea31557b73b34292f.1200;630;7;70;5.jpg,text,0.4334964719533507,16,0.6361115664097954,0.11414647237421394,0.6570381469962658,8,1
56,,"Top White House officials and sources close to White House counsel Don McGahn tell Axios that McGahn will step down this fall — after Brett Kavanaugh is confirmed to the Supreme Court, or after the midterms. The big picture: That potentially puts a successor … [+2623 chars]","White House counsel McGahn set for exit? (First column, 2nd story, link ) Advertise here",2018-08-29T10:46:37Z,axios,Axios,White House counsel McGahn set for exit?,https://www.axios.com/don-mcgahn-white-house-counsel-departure-emmet-flood-b4aeedcd-ac15-4502-995a-1e972ffa530e.html,https://images.axios.com/LCcyWfEpCMF6Dv7EtkOrWFM5yKY=/0x0:1920x1080/1920x1080/2018/08/29/1535535519942.jpg,text,0.20747163188224005,1,0.018582126666986776,0.2720419866322903,0.18856342407408178,3,1
57,Alexandra DeSanctis,"During last week’s confirmation hearing for Supreme Court nominee Brett Kavanaugh, one exchange between the nominee and Texas senator Ted Cruz attracted particular attention. The Texas Republican asked Kavanaugh about a 2015 case, Priests for Life v. HHS, in … [+2807 chars]",The Priests for Life argument articulated by Brett Kavanaugh during his confirmation hearing was scientifically accurate.,2018-09-10T19:39:16Z,national-review,National Review,Emergency Contraception Can Induce Abortion,https://www.nationalreview.com/corner/emergency-contraception-can-induce-abortion/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/RTS2021M.jpg?resize=300%2C300&ssl=1,text,0.014235283585960046,4,0.789130324986985,0.16232996512777076,0.2867719554940731,4,2
58,The Associated Press,"A lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh of sexually assaulting her when they were in high school is willing to tell her story publicly to the Senate panel considering his nomination. Deborah Katz, who represents Christine Blasey Fo… [+1451 chars]",A lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh of sexually assaulting her when they were in high school is willing to tell her story publicly to the U.S. Senate panel considering his nomination.,2018-09-17T12:29:51Z,cbc-news,CBC News,Kavanaugh accuser said to be willing to testify before U.S. Senate committee,https://www.cbc.ca/news/world/kavanaugh-accuser-senate-commitee-decision-1.4826326,https://i.cbc.ca/1.4826332.1537186123!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-court-kavanaugh.jpg,text,0.7525215258361684,18,0.61765658693082,0.9863296271468724,0.3465750677782552,3,3
59,,,"ABC News Tentative deal for Kavanaugh, accuser to testify on Thursday ABC News... Saturday evening for both Supreme Court nominee Brett Kavanaugh and Christine Blasey Ford, who has accused him of sexual assault, to testify before the Senate Judiciary Committe…",2018-09-23T00:26:02Z,abc-news,ABC News,"Tentative deal for Kavanaugh, accuser to testify on Thursday - ABC News",https://abcnews.go.com/Politics/kavanaugh-accuser-agrees-testify-senate-committee-week/story?id%3D58006753,,text,0.4849131242241743,11,0.644481007750688,0.3732787846797776,0.6898382220537148,1,3
60,,,"ABC News The Note: Kavanaugh fight takes politics a step backward ABC News Robert Mueller's probe showed signs of advancing, given the news of Michael Cohen's multiple sessions with Mueller's team, and with prosecutors based in New York City. Brett Kavanaugh'…",2018-09-21T10:01:46Z,abc-news,ABC News,The Note: Kavanaugh fight takes politics a step backward - ABC News,https://abcnews.go.com/Politics/note-kavanaugh-fight-takes-politics-step-backwards/story?id%3D57976397,,text,0.268604816811458,12,0.5951452027587284,0.11236931431706187,0.8373557493229108,4,3
61,The Associated Press,"The White House says Supreme Court nominee Brett Kavanaugh is ready to testify in the Senate as soon as Tuesday so ""he can clear his name of this false allegation,"" about a sexual assault while in high school. U.S. President Donald Trump has been facing quest… [+5961 chars]","The White House says Supreme Court nominee Brett Kavanaugh is ready to testify in the Senate as soon as Tuesday so ""he can clear his name of this false allegation,"" about a sexual assault while in high school.",2018-09-17T12:29:51Z,cbc-news,CBC News,"Brett Kavanaugh, accuser Christine Blasey Ford, to appear before judiciary committee",https://www.cbc.ca/news/world/kavanaugh-accuser-senate-committee-decision-1.4826326,https://i.cbc.ca/1.4826332.1537213635!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-court-kavanaugh.jpg,text,0.05905919381926461,7,0.6339164425645035,0.86256544694741,0.3920605648535267,2,1
62,Thomas Jipping,"Supreme Court nominee Judge Brett Kavanaugh is sworn in before his confirmation hearing, September 4, 2018. (Joshua Roberts/Reuters) The American Bar Association will testify tomorrow about its unanimous well qualified rating for Supreme Court nominee Brett K… [+4026 chars]",The American Bar Association will testify tomorrow about its unanimous well qualified rating for Supreme Court nominee Brett Kavanaugh.,2018-09-06T20:54:50Z,national-review,National Review,What to Make of Kavanaugh’s ABA Rating,https://www.nationalreview.com/bench-memos/brett-kavanaughs-aba-rating/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-confirmation-hearings-swearing-in-2.jpg?fit=1200%2C700&ssl=1,text,0.6145228852174569,11,0.7254158663479834,0.04572169931902581,0.20229742645507498,7,1
63,Carrie Severino,The Huffington Post reported today that Supreme Court nominee Brett Kavanaugh described contraceptives as “abortion-inducing drugs” during his confirmation hearing yesterday when he answered questions from Senator Ted Cruz about his dissent from denial of reh… [+3881 chars],The Huffington Post reported today that Supreme Court nominee Brett Kavanaugh described contraceptives as “abortion-inducing drugs”,2018-09-07T21:00:28Z,national-review,National Review,Contraception Confusion: Judge Kavanaugh and Priests for Life,https://www.nationalreview.com/bench-memos/contraception-confusion-judge-kavanaugh-and-priests-for-life/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-confirmation-day-two.jpg?resize=300%2C300&ssl=1,text,0.29960220869230214,9,0.8008361633086989,0.009042066554892814,0.7109816990804638,8,3
64,Jack Crowe,"Don McGahn, the current White House Counsel, seen before a meeting with Senator Amy Klobuchar at the Hart Senate Office Building in Washington, D.C., August 21, 2018. (Alex Wroblewski/Reuters) President Trump confirmed reports that White House counsel Don McG… [+1368 chars]",President Trump confirmed that White House counsel Don McGahn will resign following the confirmation of Supreme Court nominee Brett Kavanaugh.,2018-08-29T15:16:36Z,national-review,National Review,WH Counsel Don McGahn to Leave White House After Kavanaugh Confirmation,https://www.nationalreview.com/news/don-mcgahn-to-resign-after-kavanaugh-confirmation/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/RTS1Y8PX.jpg?fit=1200%2C700&ssl=1,text,0.12385462348827969,16,0.6312249386939845,0.19070977710141046,0.7223966659517673,1,3
65,Mairead McArdle,"Supreme Court nominee judge Brett Kavanaugh in the East Room of the White House, July 9, 2018. (Leah Millis/Reuters) Americans are divided on Supreme Court nominee Brett Kavanaugh as the first day of his confirmation hearing begins on Tuesday. A slight plural… [+1356 chars]",Americans are divided on Supreme Court nominee Brett Kavanaugh as the first day of his confirmation hearing begins on Tuesday.,2018-09-04T14:12:58Z,national-review,National Review,Poll: Americans Divided on Kavanaugh as Confirmation Begins,https://www.nationalreview.com/news/americans-divided-on-kavanaugh-as-confirmation-begins/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/07/kavanaugh-yale-law.jpg?fit=1200%2C700&ssl=1,text,0.16310304188556135,14,0.5164890701879938,0.025291938880212417,0.7353575223618817,5,3
66,,,"ABC News The Note: Politics flip around Kavanaugh nomination ABC News The TAKE with Rick Klein. Interested in The Note? Add The Note as an interest to stay up to date on the latest The Note news, video, and analysis from ABC News. The Note. Add Interest. It m…",2018-09-20T10:10:44Z,abc-news,ABC News,The Note: Politics flip around Kavanaugh nomination - ABC News,https://abcnews.go.com/Politics/note-politics-flip-kavanaugh-nomination/story?id%3D57949232,,text,0.817595506810215,12,0.8428440053901252,0.8653384540200196,0.08861140353362951,5,2
67,Jack Crowe,"Sen. Cory Booker at a Senate Judiciary Hearing, March 2018 (Joshua Roberts/Reuters) Democratic senator Cory Booker of New Jersey detailed the Founding Fathers’ racism and misogyny in explaining his opposition to constitutional originalism during Supreme Court… [+1875 chars]",Booker explained his opposition to constitutional originalism during Supreme Court nominee Brett Kavanaugh's confirmation hearing.,2018-09-04T20:25:56Z,national-review,National Review,Cory Booker Cites Founders’ Racism and Misogyny to Explain Opposition to Constitutional Originalism,https://www.nationalreview.com/news/cory-booker-founders-racism-misogyny-reason-to-oppose-constitutional-originalism/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/07/cory-booker-capitol-hill.jpg?fit=1200%2C700&ssl=1,text,0.014228988586566405,10,0.3056883390048546,0.9303260148373654,0.8045527867923188,4,3
68,Scott Lemieux,"Get the Think newsletter. SUBSCRIBE Scott Lemieux is a lecturer in the Department of Political Science at the University of Washington. He is the co-author of Judicial Review and Democratic Theory and contributes regularly to The Week, Reuters, and the New Re… [+5882 chars]",Republicans got so spooked by the opposition to Robert Bork that they've become totally opposed to airing out a nominee's real beliefs.,2018-09-08T08:35:00Z,nbc-news,NBC News,"Only Republicans can 'bork' Brett Kavanaugh, not Cory Booker",https://www.nbcnews.com/think/opinion/cory-booker-can-t-bork-brett-kavanaugh-definition-only-republicans-ncna907721,https://media2.s-nbcnews.com/j/newscms/2018_36/2558841/180907-cory-booker-kavanaugh-confirmation-hearing-al-1456_415164b361fcae59f221d6997e376307.1200;630;7;70;5.jpg,text,0.4683714346966762,11,0.20632968519576578,0.4752403164651112,0.3888352766540262,7,3
69,Chantal Da Silva,"Supreme Court nominee Brett Kavanaugh reportedly said he never would have ignored the father of a Parkland school shooting victim last week if he had realized who he was. The judge had been accused of turning his back on Fred Guttenberg—who lost his daughter,… [+2265 chars]",Newsweek Kavanaugh Says He Would Have Shaken Grieving Parkland Father's Hand If He Knew Who He Was Newsweek Supreme Court nominee Brett Kavanaugh reportedly said he never would have ignored the father of a Parkland school shooting victim last week if he had r…,2018-09-13T11:08:35Z,newsweek,Newsweek,Kavanaugh Says He Would Have Shaken Grieving Parkland Father's Hand If He Knew Who He Was - Newsweek,https://www.newsweek.com/kavanaugh-says-he-would-have-shaken-grieving-parkland-fathers-hand-if-he-knew-1119507,https://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/09/13/gettyimages-1027754668.jpg,text,0.36896648623312656,18,0.570744703373995,0.42845296657274023,0.43058715994500163,7,1
70,Eric Levitz,"Susan Collins won election to the Senate by running as a pro-choice Republican who would put Mainers, and ideological moderation, above her party and its orthodoxy. Brett Kavanaugh won nomination to the Supreme Court by being a longtime GOP operative and frie… [+3717 chars]",But progressives have promised to cancel those donations — if Collins votes against Brett Kavanugh’s confirmation to the Supreme Court.,2018-09-10T14:15:24Z,new-york-magazine,New York Magazine,"Liberals to Collins: Vote No on Kavanaugh or We’ll Give $800,000 to Your Next Challenger",http://nymag.com/daily/intelligencer/2018/09/crowdpac-susan-collins-liberals-crowdfund-875-000-for-democrat-maine-2020.html,https://pixel.nymag.com/imgs/daily/intelligencer/2018/09/10/10-susan-collins.w1200.h630.jpg,text,0.5490332752206775,2,0.07346545505949387,0.12847850473446076,0.11732449753017538,7,2
71,Reuters,"California professor Christine Blasey Ford has agreed to testify before a U.S. Senate panel on Thursday morning about her sexual assault allegations against Supreme Court nominee Brett Kavanaugh, her lawyers said on Sunday. The lawyers said they made ""importa… [+1799 chars]","California professor Christine Blasey Ford has agreed to testify on Thursday morning before a U.S. Senate panel about her sexual assault allegations against Supreme Court nominee Brett Kavanaugh, her lawyers said on Sunday.",2018-09-23T18:04:39Z,cbc-news,CBC News,Christine Blasey Ford to testify Thursday about Kavanaugh sexual assault allegations,https://www.cbc.ca/news/world/kavanaugh-supreme-court-trump-christine-blasey-ford-1.4835318,https://i.cbc.ca/1.4835326.1537723601!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-court-kavanaugh.jpg,text,0.9452764851119891,1,0.6926741512486878,0.7803958945618257,0.5578255223150449,6,3
72,Keith Boag,"Here's the situation: With six weeks to go before crucial midterm elections, Republicans, who already have a problem appealing to women, are planning a high-profile public hearing that risks reminding women of why that is. The issue before the Senate judiciar… [+5549 chars]","With six weeks to go before crucial midterm elections, Republicans, who already have a problem appealing to women, are planning a high-profile public hearing that risks reminding women of why that is.",2018-09-20T08:00:00Z,cbc-news,CBC News,The high price and complicated politics of sticking with Brett Kavanaugh,https://www.cbc.ca/news/world/the-high-price-and-complicated-politics-of-sticking-with-brett-kavanaugh-1.4830724,https://i.cbc.ca/1.4830735.1537396185!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-court-kavanaugh.jpg,text,0.8686026393757068,19,0.9056760049661174,0.8228415935805126,0.17063211119290855,2,3
73,"Rozina Sabur, Nick Allen","M eanwhile, Mr Trump questioned the credibility of the woman who has accused his Supreme Court nominee of sexual assault. The president said she would have reported the attack to police at the time if it ""was as bad as she says"". Dr Christine Blasey Ford, a p… [+464 chars]","Donald Trump's own deputy attorney general suggested secretly recording the president and discussed invoking the 25th Amendment to remove him from the White House, according to the New York Times.",2018-09-21T19:48:40Z,the-telegraph,The Telegraph,Deputy attorney general Rod Rosenstein 'discussed secretly taping' Donald Trump amid plan to remove him from office,https://www.telegraph.co.uk/news/2018/09/21/deputy-attorney-general-rod-rosenstein-discussed-secretly-taping/,https://www.telegraph.co.uk/content/dam/news/2018/09/21/TELEMMGLPICT000175334530-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg,text,0.7793123324220069,2,0.21628957323212972,0.974383906365539,0.8113512794388255,4,2
74,David Brock,"Get the Think newsletter. SUBSCRIBE David Brock is the author of five political books, including ""Killing the Messenger"" (Hachette, 2015) and ""Blinded by the Right: The Conscience of an Ex-Conservative"" (Crown, March 2002). He founded Media Matters for Americ… [+5715 chars]","David Brock, the former Republican operative who started Media Matters, talks about his time with Supreme Court Brett Kavanaugh as a smear artist and leaker.",2018-09-07T17:25:00Z,nbc-news,NBC News,The Brett Kavanaugh I knew should not sit on the Supreme Court,https://www.nbcnews.com/think/opinion/i-knew-brett-kavanaugh-during-his-years-republican-operative-don-ncna907391,https://media1.s-nbcnews.com/j/newscms/2018_36/2558151/180907-brett-kavanaugh-mc-927_a5bfc966a9fa5898f6d354b61618df44.1200;630;7;70;5.JPG,text,0.8796867550029605,3,0.22366486617333026,0.6785645981380628,0.25221220536699984,6,2
